Unnamed: 0.1,Unnamed: 0,Title,Start,End,Description,Web Page,Media,Media Caption,Media Credit,Tag,Place,Location,Source,Source URL
99,99,上海 上海工程技术大学,11/28/2022,,"上海 上海工程技术大学 大概十二点左右
有网友看到一名学生在天桥上用口罩蒙住眼睛，保安已经来了。",,"<iframe src=""https://archive.org/embed/ioNCIiX0AAb5FA"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 05:42:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海 上海工程技术大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597103537464692736#m
100,100,上海市乌鲁木齐中路,11/28/2022,,"今天 上海 
有相关人士投稿表示 27日凌晨乌鲁木齐中路第一批被捕的学生已经安全出来。",,"<iframe src=""https://archive.org/embed/ioFJTpXwAE907A"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 05:17:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597097437856141313#m
101,101,上海市乌鲁木齐中路,11/28/2022,,上海市，静安区，乌鲁木齐中路复旦大学附属华山医院附近,,https://video.twimg.com/ext_tw_video/1597109077343174656/pu/vid/1280x720/naFCo0o3F-1_-i4V.mp4?tag=12,2022-11-28 06:04:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1597109136625635330#m
102,102,今天上午  上海海洋大学,11/28/2022,,"今天上午  上海海洋大学
两名女生手举白纸正在与校方交涉",,"<iframe src=""https://archive.org/embed/ioGMhBWAAEav_C"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-28 05:12:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,今天上午  上海海洋大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1597096161021566977#m
103,103,北京市北京市,11/28/2022,,"北京 今天早上
北京大学 学五食堂门口，有一名学生被几名黑衣男子带走，期间学生高喊“不自由，毋宁死”",,https://video.twimg.com/ext_tw_video/1597093852447481856/pu/vid/720x1272/wFaCVQbuYW9SZtrJ.mp4?tag=12,2022-11-28 05:05:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1597094269701214209#m
104,104,上海市上海市,11/27/2022,,"上海 补充视频
有网友拍摄到上海街头停靠有大量写着AU字样的白色防暴车。",,https://video.twimg.com/ext_tw_video/1596958037830500356/pu/vid/720x1280/6Kh2O_AfgC59Bbrx.mp4?tag=12,2022-11-27 08:04:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596958284153786369#m
105,105,北京市北京市,11/27/2022,,"北京，最新情况
应该是今晚的最后一波游行已经散场
有一些零星人员还留在现场",,"<iframe src=""https://archive.org/embed/imGwn9XgAAiRcC"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:54:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596955757530222592#m
106,106,北京市北京市,11/27/2022,,"北京 最新视频
现场正在交涉，应该是要结束了",,https://video.twimg.com/ext_tw_video/1596951508448321538/pu/vid/720x1280/5EXCS4xcu1yEeJv_.mp4?tag=12,2022-11-27 07:38:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596951611741388801#m
107,107,北京市北京市,11/27/2022,,北京 亮马桥，2点30分 有一名男子被带走,,https://video.twimg.com/ext_tw_video/1596944933700734976/pu/vid/1280x720/2OPiVUJF0mKZYiAr.mp4?tag=12,2022-11-27 07:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596945136185118720#m
108,108,北京市北京市,11/27/2022,,"北京 亮马桥 2点23分
凯宾斯基酒店门口，一个领导在说与民众沟通",,https://video.twimg.com/ext_tw_video/1596934428353249281/pu/vid/1280x720/0aeI6p8u7J5MHNN5.mp4?tag=12,2022-11-27 06:30:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596934480862007296#m
109,109,北京市 朝阳区农展桥,11/27/2022,,一部分民众在农展桥上，过往车辆鸣笛支持,,https://video.twimg.com/ext_tw_video/1596932190046224389/pu/vid/1280x720/s0WMzATbY9DbsG7v.mp4?tag=12,2022-11-27 06:21:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市 朝阳区农展桥,"39.9399306,116.4558873",,https://twitter.com/whyyoutouzhele/status/1596932338323460096#m
110,110,北京市北京市新源县,11/27/2022,,"补充视频 北京 新源里 
有不明身份的人故意与民众发生肢体冲突，但被路边的人及时拉开",,https://video.twimg.com/ext_tw_video/1596931179021737986/pu/vid/850x476/jQUMbTugX1Ra4uwZ.mp4?tag=12,2022-11-27 06:18:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市新源县,"39.9131787,116.68785546018363",,https://twitter.com/whyyoutouzhele/status/1596931391413157889#m
111,111,北京市北京市,11/27/2022,,北京 亮马桥 现场网友的描述,,"<iframe src=""https://archive.org/embed/iluV87XwAAkjV2"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 06:08:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596928941159501826#m
112,112,北京市北京市,11/27/2022,,"北京 亮马桥附近 
警察正在驱离围观的民众",,https://video.twimg.com/ext_tw_video/1596928386282229763/pu/vid/1280x720/auBrkJFrn3446lcf.mp4?tag=12,2022-11-27 06:06:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596928587831324672#m
113,113,上海市上海市,11/27/2022,,"网友投稿
上海 五原路常熟路，一个女孩被警察带上警车前撕心裂肺的哭喊
旁边的老人叹息，哎，我们三十多年前就这样",,https://video.twimg.com/ext_tw_video/1596928263762354176/pu/vid/720x1280/wtB6zb1v3GcdwRzZ.mp4?tag=12,2022-11-27 06:06:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596928361586360321#m
114,114,北京市北京市,11/27/2022,,"北京 亮马桥 最新消息
现场正在进行清场",,https://video.twimg.com/ext_tw_video/1596927689071419401/pu/vid/1280x720/ET6EBMuaRP5-73cV.mp4?tag=12,2022-11-27 06:04:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596928016470659074#m
115,115,北京市北京市,11/27/2022,,"北京 亮马桥 此刻
部分群众被驱赶至农展桥上",,https://video.twimg.com/ext_tw_video/1596926041293045762/pu/vid/1280x720/FGeWNgnZgQCvenUv.mp4?tag=12,2022-11-27 05:57:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596926111363235840#m
116,116,浙江省杭州市,11/27/2022,,杭州西溪天街,,"<iframe src=""https://archive.org/embed/ilrqWyWIAI8jhr"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 05:56:00,李老师不是你李老师 twitter@whyyoutouzhele,People,浙江省杭州市,"30.259244461536102,120.2193754157201",,https://twitter.com/whyyoutouzhele/status/1596925966873690112#m
117,117,北京市北京市,11/27/2022,,"北京 亮马桥附近 
警察正在清场劝离",,https://video.twimg.com/ext_tw_video/1596925633820594176/pu/vid/1280x720/zICHI3O7EzV1tU9Z.mp4?tag=12,2022-11-27 05:55:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596925792336105472#m
118,118,北京市北京市,11/27/2022,,北京 刚刚京城大厦的人在往四季酒店走，一路路上车辆鸣笛致意。,,https://video.twimg.com/ext_tw_video/1596925236523540481/pu/vid/1280x720/BbpyDmnaJ7LC8VC0.mp4?tag=12,2022-11-27 05:54:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596925370628202497#m
119,119,北京市北京市,11/27/2022,,"北京 此刻燕莎桥戒严封路，不让民众通过
一位母亲带着孩子，称如此一来她们需要绕行五公里  视频",,https://video.twimg.com/ext_tw_video/1596933502280339463/pu/vid/720x1280/1-KvUTwbmFbtmRaw.mp4?tag=12,2022-11-27 06:26:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596933580944392193#m
120,120,北京市北京市,11/27/2022,,北京 亮马桥 警察开始清场,,https://video.twimg.com/ext_tw_video/1596924954175590400/pu/vid/720x1280/Vuq5K0BkgH35U1Wp.mp4?tag=12,2022-11-27 05:53:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596925069997281280#m
121,121,湖北省武汉市,11/27/2022,,武汉 汉正街 正在清场,,https://video.twimg.com/ext_tw_video/1596923686531072000/pu/vid/720x1280/5x_eqrppWhkFCHnK.mp4?tag=12,2022-11-27 05:47:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596923768613789696#m
122,122,北京市亮马桥,11/27/2022,,"亮马桥 此刻
一白衣男子发表演讲",,https://video.twimg.com/ext_tw_video/1596923069104283648/pu/vid/1280x720/wayzJ4D9UoaQlBXP.mp4?tag=12,2022-11-27 05:45:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596923245068185600#m
123,123,北京市亮马桥,11/27/2022,,"亮马桥 约15分钟前
警察驱散民众",,https://video.twimg.com/ext_tw_video/1596922102929657859/pu/vid/720x1280/kEvTiZlZngRXKIhB.mp4?tag=12,2022-11-27 05:41:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市亮马桥,"39.9482568,116.4562709",,https://twitter.com/whyyoutouzhele/status/1596922269238190080#m
124,124,四川省成都市,11/27/2022,,成都 晚上十点半左右 行车记录仪显示一个市民被拖行,,https://video.twimg.com/ext_tw_video/1596921455584878592/pu/vid/1280x720/JCoFpSAAvBdHv3lj.mp4?tag=12,2022-11-27 05:39:00,李老师不是你李老师 twitter@whyyoutouzhele,People,四川省成都市,"30.679942845419564,104.06792346330406",,https://twitter.com/whyyoutouzhele/status/1596921662544674816#m
125,125,四川成都 望平街,11/27/2022,,"现场网友投稿
四川 望平街 现场结束之后，警察清点战绩，问你打了几个人。回答三四个
投稿人称现场还有几个正在低头用手机APP赌球",,https://video.twimg.com/ext_tw_video/1596920228453154817/pu/vid/1280x720/CZhrffriPNEkZEHS.mp4?tag=12,2022-11-27 05:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,四川成都 望平街,"30.656944,104.0879243",,https://twitter.com/whyyoutouzhele/status/1596920796261539840#m
126,126,北京市北京市新源县,11/27/2022,,"北京 0:44左右 新源里
民众高喊口号，有市民在现场演讲",,https://video.twimg.com/ext_tw_video/1596918102721191936/pu/vid/1280x720/JaTsMuBOzFDYptvV.mp4?tag=12,2022-11-27 05:27:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市新源县,"39.9131787,116.68785546018363",,https://twitter.com/whyyoutouzhele/status/1596918541919588354#m
127,127,北京市北京市朝阳区,11/27/2022,,"北京 京城大厦 此刻
民众静默示威
据说朝阳区区长也在场。",,https://video.twimg.com/ext_tw_video/1596917263294205953/pu/vid/1280x720/-k0YFmv_SO4CICME.mp4?tag=12,2022-11-27 05:23:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市朝阳区,"39.95895316640668,116.52169489108084",,https://twitter.com/whyyoutouzhele/status/1596917572787929093#m
128,128,北京市北京市,11/27/2022,,北京顺义 李家桥 稍早前,,https://video.twimg.com/ext_tw_video/1596914887904600064/pu/vid/544x960/j6bk5pukzdxhraQL.mp4?tag=12,2022-11-27 05:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596914972608860160#m
129,129,北京市北京市,11/27/2022,,"北京 亮马桥 此刻
汽车鸣笛声援现场民众",,https://video.twimg.com/ext_tw_video/1596908600328347648/pu/vid/720x1280/ULuHhCl9ZCUkuBVH.mp4?tag=12,2022-11-27 04:48:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596908852590440448#m
130,130,天津市天津市交口县,11/27/2022,,天津 南京路和赤峰道营口道交口  南京路北侧,,"<iframe src=""https://archive.org/embed/ilbtR6WIAE620n"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 04:46:00,李老师不是你李老师 twitter@whyyoutouzhele,People,天津市天津市交口县,"39.1491051,116.7532152",,https://twitter.com/whyyoutouzhele/status/1596908406350438400#m
131,131,北京市北京市新源县,11/27/2022,,"北京新源里，大概一小时前，11点多
现场聚集了大量民众 远处正在高喊 不要核酸要自由",,https://video.twimg.com/ext_tw_video/1596907484719071232/pu/vid/1280x720/tGPK01WGgqJ2VtOa.mp4?tag=12,2022-11-27 04:43:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市新源县,"39.9131787,116.68785546018363",,https://twitter.com/whyyoutouzhele/status/1596907663639859201#m
132,132,北京市北京市,11/27/2022,,"北京亮马桥 此刻现场投稿
视频显示大量的民众聚集在亮马桥周围，道路两旁站满了人，没有挤占车道",,https://video.twimg.com/ext_tw_video/1596906394720034820/pu/vid/1280x720/sczUJWalrceiAt9A.mp4?tag=12,2022-11-27 04:39:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596906692364886016#m
133,133,地点广州市海珠区赤沙财经大学,11/27/2022,,地点广州市海珠区赤沙财经大学门口，时间现在（0:27分）正在进行。,,https://video.twimg.com/ext_tw_video/1596904488597704707/pu/vid/1280x720/vNPCDGc5JQIefsZl.mp4?tag=12,2022-11-27 04:31:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,地点广州市海珠区赤沙财经大学,"23.08762922878852,113.33384126612644",,https://twitter.com/whyyoutouzhele/status/1596904523683201025#m
134,134,北京市北京市,11/27/2022,,"北京 亮马桥 
疑似有人被捕，民众高喊放人",,https://video.twimg.com/ext_tw_video/1596903426922893314/pu/vid/960x544/-7SnjV2yn9BCxyy0.mp4?tag=12,2022-11-27 04:27:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596903567843295233#m
135,135,湖北省武汉市,11/27/2022,,"此刻 武汉 一元路
民众手持白纸静默示威",,https://video.twimg.com/ext_tw_video/1596902647122071557/pu/vid/1280x720/k2m5CK2ewYj3H-Ac.mp4?tag=12,2022-11-27 04:24:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596902786343792640#m
136,136,湖南省长沙市长沙县,11/27/2022,,今晚 长沙黄兴广场,,"<iframe src=""https://archive.org/embed/ilWFfHXgAQob-4"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 04:22:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖南省长沙市长沙县,"28.32275862517804,113.22494603975858",,https://twitter.com/whyyoutouzhele/status/1596902260466143233#m
137,137,湖北省武汉市,11/27/2022,,"武汉 江汉路 时间不祥
警察暴力执法",,https://video.twimg.com/ext_tw_video/1596900593553100800/pu/vid/720x1280/PIp4_w_KI5MaJTIH.mp4?tag=12,2022-11-27 04:16:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596900751489765378#m
138,138,广东省广州市,11/27/2022,,广州 海珠广场 23：50  警察把核心圈内的人围起来了，外面的人喊放人,,https://video.twimg.com/ext_tw_video/1596899605446270979/pu/vid/1280x720/z6boQBJ1HjTvuUBj.mp4?tag=12,2022-11-27 04:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省广州市,"23.12004910207623,113.30764967515182",,https://twitter.com/whyyoutouzhele/status/1596899652611485696#m
139,139,四川省成都市,11/27/2022,,成都 东门大桥,,https://video.twimg.com/ext_tw_video/1596897113211912192/pu/vid/960x544/7HM_R91rEVx3iu7e.mp4?tag=12,2022-11-27 04:02:00,李老师不是你李老师 twitter@whyyoutouzhele,People,四川省成都市,"30.679942845419564,104.06792346330406",,https://twitter.com/whyyoutouzhele/status/1596897213254610987#m
140,140,云南省大理白族自治州大理市,11/27/2022,,云南 大理 人们弹着吉他上街游行,,https://video.twimg.com/ext_tw_video/1596896177802383369/pu/vid/720x1280/GV1yWCV1fnQ-b6fp.mp4?tag=12,2022-11-27 03:58:00,李老师不是你李老师 twitter@whyyoutouzhele,People,云南省大理白族自治州大理市,"25.576164894929512,100.15242712507184",,https://twitter.com/whyyoutouzhele/status/1596896235532988417#m
141,141,广东省广州市,11/27/2022,,广州 海珠广场 有人被抓,,https://video.twimg.com/ext_tw_video/1596894881833697281/pu/vid/960x432/prc41SOeD_WhXJbd.mp4?tag=12,2022-11-27 03:53:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省广州市,"23.12004910207623,113.30764967515182",,https://twitter.com/whyyoutouzhele/status/1596895011790282754#m
142,142,浙大大学,11/27/2022,,"浙大大学紫金港校区 文化广场
有学校领导也加入学生，并提议一起唱校歌后结束今晚的活动。",,"<iframe src=""https://archive.org/embed/ilOvxFWQAMKDIL"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:50:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,浙大大学,"23.525442374357475,115.06447099780983",,https://twitter.com/whyyoutouzhele/status/1596894312616595464#m
143,143,北京市北京市,11/27/2022,,北京亮马桥下 23：41分 民众围绕在手举白纸的人们周围声援 警方在远处周边严阵以待,,https://video.twimg.com/ext_tw_video/1596893305077481475/pu/vid/1280x720/__l2L_hNkdtvL0Jy.mp4?tag=12,2022-11-27 03:47:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596893358517112833#m
144,144,云南省大理白族自治州大理市,11/27/2022,,云南 大理,,https://video.twimg.com/ext_tw_video/1596892526794924038/pu/vid/720x1280/-aEr9NRKst4HQYUL.mp4?tag=12,2022-11-27 03:43:00,李老师不是你李老师 twitter@whyyoutouzhele,People,云南省大理白族自治州大理市,"25.576164894929512,100.15242712507184",,https://twitter.com/whyyoutouzhele/status/1596892577181368321#m
145,145,广东省广州市,11/27/2022,,"广州海珠桥 最新情况
警察把整个公园围住 目前对峙了一个小时",,https://video.twimg.com/ext_tw_video/1596891846885654528/pu/vid/1280x720/RbebmfnDOm4jQQ7i.mp4?tag=12,2022-11-27 03:41:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省广州市,"23.12004910207623,113.30764967515182",,https://twitter.com/whyyoutouzhele/status/1596891994705760258#m
146,146,北京市北京市,11/27/2022,,"北京 最新消息
有网友称北京民众正在离开亮马桥，向京城大厦进发",,"<iframe src=""https://archive.org/embed/ilMLyzWAAcb3Y8"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:40:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596891629721636866#m
147,147,北京市北京市,11/27/2022,,"北京 亮马桥
民众高喊 上海加油 上海放人",,https://video.twimg.com/ext_tw_video/1596890751044132865/pu/vid/720x1280/zAPI--DMqUGCs5p-.mp4?tag=12,2022-11-27 03:38:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596891124828114950#m
148,148,上海市乌鲁木齐中路,11/27/2022,,网友讲述上海乌鲁木齐中路的经历2,,"<iframe src=""https://archive.org/embed/ilQehzXgAcZraA"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:57:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596896037083701248#m
149,149,北京市北京市,11/27/2022,,"北京 亮马桥附近
市民举白纸静默抗议
周围车辆鸣笛支持",,https://video.twimg.com/ext_tw_video/1596890342938353668/pu/vid/1280x720/sM6bLrPYeG82Sj0A.mp4?tag=12,2022-11-27 03:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596890625533689858#m
150,150,广东省广州市越秀区,11/27/2022,,广州越秀区海珠广场 此刻,,https://video.twimg.com/ext_tw_video/1596889641000517632/pu/vid/576x1280/JzL9GAAxmazvTibv.mp4?tag=12,2022-11-27 03:32:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省广州市越秀区,"23.139277859339472,113.28783302666308",,https://twitter.com/whyyoutouzhele/status/1596889690380341248#m
151,151,安徽建筑大学,11/27/2022,,安徽建筑大学 八点左右,,"<iframe src=""https://archive.org/embed/ilKfCeWQAEJZEX"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:31:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,安徽建筑大学,"31.7456283,117.21793097559576",,https://twitter.com/whyyoutouzhele/status/1596889469491482624#m
152,152,浙江大学,11/27/2022,,浙江大学 补充投稿,,https://video.twimg.com/ext_tw_video/1596889282739945473/pu/vid/640x368/72Hqf6aommxjrjz7.mp4?tag=12,2022-11-27 03:30:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,浙江大学,"30.2768278,120.13663990955736",,https://twitter.com/whyyoutouzhele/status/1596889314545520642#m
153,153,北京市北京市,11/27/2022,,"北京 亮马桥 此刻
正在唱国际歌",,https://video.twimg.com/ext_tw_video/1596888367240814592/pu/vid/720x1280/E9vc_gqS-1NlLjaV.mp4?tag=12,2022-11-27 03:28:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596888596384186368#m
154,154,北京市北京市,11/27/2022,,北京 因亮马河内部沿岸被封锁，人们聚集在外围马路边，引发更大的围观，路过的人和车也全部加入,,https://video.twimg.com/ext_tw_video/1596888218414333954/pu/vid/720x1280/EdiIwx3mc21tjM_8.mp4?tag=12,2022-11-27 03:27:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596888341797969921#m
155,155,江苏省南京市,11/27/2022,,南京 热河路,,"<iframe src=""https://archive.org/embed/ilIzIOX0AAr2ik"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:24:00,李老师不是你李老师 twitter@whyyoutouzhele,People,江苏省南京市,"32.05723550180587,118.77807440802562",,https://twitter.com/whyyoutouzhele/status/1596887608013258752#m
156,156,上海市乌鲁木齐中路,11/27/2022,,刚刚有网友补充了上海乌鲁木齐中路的情况,,"<iframe src=""https://archive.org/embed/ilHatUWIAIQ68s"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:18:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596886150136098819#m
157,157,福建省厦门市,11/27/2022,,厦门沙坡尾地铁上,,"<iframe src=""https://archive.org/embed/ilHPZyWQAEKIe9"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 03:17:00,李老师不是你李老师 twitter@whyyoutouzhele,People,福建省厦门市,"24.489230612469232,118.1038860456638",,https://twitter.com/whyyoutouzhele/status/1596885920384679937#m
158,158,北京市北京市,11/27/2022,,"北京亮马桥 
民众手举白纸 高喊 不要核酸要自由",,https://video.twimg.com/ext_tw_video/1596885165728489485/pu/vid/544x960/ajGLALY--yumLZEd.mp4?tag=12,2022-11-27 03:14:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596885277787979776#m
159,159,北京市北京市,11/27/2022,,"刚刚 北京 亮马桥
民众高喊 上海你好 我是北京
声援上海民众",,https://video.twimg.com/ext_tw_video/1596884585870200832/pu/vid/720x1280/iYLsyFPECS1KRIVL.mp4?tag=12,2022-11-27 03:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596884708235038723#m
160,160,北京市北京市,11/27/2022,,"22:55 北京亮马桥
中间游行 旁边有人在放 imagine",,https://video.twimg.com/ext_tw_video/1596884118989668355/pu/vid/1280x720/TNBZCAKZOqa3vX92.mp4?tag=12,2022-11-27 03:10:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596884215676956675#m
161,161,四川省成都市,11/27/2022,,成都望平街 便衣抓人,,https://video.twimg.com/ext_tw_video/1596883762889035777/pu/vid/720x1280/2AyM4FfxQpzTuwqw.mp4?tag=12,2022-11-27 03:09:00,李老师不是你李老师 twitter@whyyoutouzhele,People,四川省成都市,"30.679942845419564,104.06792346330406",,https://twitter.com/whyyoutouzhele/status/1596883965218283520#m
162,162,北京市北京市,11/27/2022,,北京 亮马河 人群越聚越多,,https://video.twimg.com/ext_tw_video/1596882549221036032/pu/vid/960x720/PsMCddBXP112bGCt.mp4?tag=12,2022-11-27 03:04:00,李老师不是你李老师 twitter@whyyoutouzhele,People,北京市北京市,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596882647833530368#m
