Unnamed: 0.1,Unnamed: 0,Title,Start,End,Description,Web Page,Media,Media Caption,Media Credit,Tag,Place,Location,Source,Source URL
325,325,上海市乌鲁木齐中路,11/27/2022,,"突发 上海
有多名网友拍到警车正在前往乌鲁木齐中路现场
请现场的朋友小心",,https://video.twimg.com/ext_tw_video/1596786802760859648/pu/vid/720x1280/r7JcKYsJdWY6xoAH.mp4?tag=12,2022-11-27 08:43:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596786887301115905#m
326,326,上海市上海市,11/27/2022,,"突发 上海
武警车辆此刻正在从闵行前往现场
请现场的朋友小心",,"<iframe src=""https://archive.org/embed/ijstL8WIAENxzl"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:42:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596786566696820742#m
327,327,鲁迅美术学院,11/27/2022,,鲁迅美术学院,,"<iframe src=""https://archive.org/embed/ijskS-WIAEeQCx"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:41:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,鲁迅美术学院,"41.77433035,123.42405423574759",,https://twitter.com/whyyoutouzhele/status/1596786200425005056#m
328,328,湖北省武汉市,11/27/2022,,"此刻武汉 汉正街 
居民要求解封",,https://video.twimg.com/ext_tw_video/1596784913839177733/pu/vid/720x1280/hh6ewVYlhpjAM93i.mp4?tag=12,2022-11-27 08:36:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596784979903926272#m
329,329,西安铁路职业技术学院,11/27/2022,,西安铁路职业技术学院,,"<iframe src=""https://archive.org/embed/ijrOKlWIAEAFCm"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:35:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,西安铁路职业技术学院,"34.277799897830626,108.95309827919624",,https://twitter.com/whyyoutouzhele/status/1596784755059851265#m
330,330,长春 吉林大学,11/27/2022,,长春 吉林大学,,"<iframe src=""https://archive.org/embed/ijqhr5XEAIavHh"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:32:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,长春 吉林大学,"43.89833760709784,125.31364242720072",,https://twitter.com/whyyoutouzhele/status/1596783961895833600#m
331,331,东北大学,11/27/2022,,东北大学的三个小区 汇总,,"<iframe src=""https://archive.org/embed/ijqZovXoAApPXf"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:31:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,东北大学,"41.7634632,123.41175767168997",,https://twitter.com/whyyoutouzhele/status/1596783866198773760#m
332,332,上海市乌鲁木齐中路,11/27/2022,,下午四点左右 乌鲁木齐中路与安福路交界,,https://video.twimg.com/ext_tw_video/1596782456895668225/pu/vid/960x540/JDkmXGSx8h13Olzc.mp4?tag=12,2022-11-27 08:26:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596782529113378817#m
333,333,湖北省武汉市,11/27/2022,, 武汉 汉正街 ，民众推翻水马 自行解封,,https://video.twimg.com/ext_tw_video/1596786048385916928/pu/vid/432x960/EHgvk0EOuhw4NbAk.mp4?tag=12,2022-11-27 08:40:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596786091100868610#m
334,334,中国政法大学,11/27/2022,,中国政法大学,,"<iframe src=""https://archive.org/embed/ijoL41XkAILuHJ"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:22:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,中国政法大学,"39.9640348,116.34497195718532",,https://twitter.com/whyyoutouzhele/status/1596781386056495104#m
335,335,东北大学,11/27/2022,,东北大学,,"<iframe src=""https://archive.org/embed/ijn5XWXwAEsU5E"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:20:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,东北大学,"41.7634632,123.41175767168997",,https://twitter.com/whyyoutouzhele/status/1596781110968872961#m
336,336,上海乌鲁木齐中路,11/27/2022,,"补充视频 
上海乌鲁木齐与安福路路口
民众要求释放被抓到人",,https://video.twimg.com/ext_tw_video/1596780084672827392/pu/vid/1280x720/DyZ7Vsdw3tM5OMIV.mp4?tag=12,2022-11-27 08:17:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596780306216144896#m
337,337,郑州大学,11/27/2022,,郑州大学,,"<iframe src=""https://archive.org/embed/ijmzrTXgAU1ay9"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:16:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,郑州大学,"34.756610064140254,113.64964384986447",,https://twitter.com/whyyoutouzhele/status/1596779860260970496#m
338,338,西安电子科技大学,11/27/2022,,西安电子科技大学 有学生举白纸被老师拦下,,https://video.twimg.com/ext_tw_video/1596779498816651264/pu/vid/1280x704/NVEOZsBZgnlvlhmI.mp4?tag=12,2022-11-27 08:14:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,西安电子科技大学,"34.277799897830626,108.95309827919624",,https://twitter.com/whyyoutouzhele/status/1596779544706396160#m
339,339,香港浸会大学,11/27/2022,,香港浸会大学,,"<iframe src=""https://archive.org/embed/ijmMs6WQAE3d3l"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:13:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,香港浸会大学,"22.3874201,114.2082222",,https://twitter.com/whyyoutouzhele/status/1596779218402414592#m
340,340,山东大学,11/27/2022,,山东大学威海校区五四广场,,"<iframe src=""https://archive.org/embed/ijmCEOWIAEE1CD"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:12:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,山东大学,"37.52878708125143,122.09395836580605",,https://twitter.com/whyyoutouzhele/status/1596779021718925312#m
341,341,上海市上海市,11/27/2022,,"下午三点半 上海乌鲁木齐路与安福路路段
警察开始封路",,"<iframe src=""https://archive.org/embed/ijl33yXEAIyFt8"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596778919616983040#m
342,342,香港大学,11/27/2022,,香港大学,,"<iframe src=""https://archive.org/embed/ijlwtqXEAE0uS4"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:11:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,香港大学,"22.28269745,114.13845499995571",,https://twitter.com/whyyoutouzhele/status/1596778715396308995#m
343,343,中国人民大学,11/27/2022,,中国人民大学,,"<iframe src=""https://archive.org/embed/ijlrCsWYAIfaUp"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:11:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,中国人民大学,"39.96976785,116.30709330596794",,https://twitter.com/whyyoutouzhele/status/1596778628268044289#m
344,344,湖北省武汉市,11/27/2022,,武汉 民众正在上街,,https://video.twimg.com/ext_tw_video/1596776645758787585/pu/vid/480x848/b9ILknWe-0te4rzH.mp4?tag=12,2022-11-27 08:03:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596776711123001345#m
345,345,广东省广州市海珠区,11/27/2022,,"广东省广州市海珠区赤沙村 此刻
居民聚集在村委会 要求解封",,https://video.twimg.com/ext_tw_video/1596776402669473793/pu/vid/720x1280/rLHyIwvjsqS0HMMu.mp4?tag=12,2022-11-27 08:02:00,李老师不是你李老师 twitter@whyyoutouzhele,People,广东省广州市海珠区,"23.08762922878852,113.33384126612644",,https://twitter.com/whyyoutouzhele/status/1596776473209483264#m
346,346,广东外语外贸大学,11/27/2022,,广东外语外贸大学,,"<iframe src=""https://archive.org/embed/ijjPxJXEAMTJ8q"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 08:00:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,广东外语外贸大学,"23.06828745,113.39177826985755",,https://twitter.com/whyyoutouzhele/status/1596775953648472064#m
347,347,西北工业大学,11/27/2022,,西北工业大学,,"<iframe src=""https://archive.org/embed/ijjIhlWAAEicQk"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:59:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,西北工业大学,"34.24247,108.9053867",,https://twitter.com/whyyoutouzhele/status/1596775823322730497#m
348,348,西安石油大学,11/27/2022,,西安石油大学,,"<iframe src=""https://archive.org/embed/iji0R8XgAAwicn"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:58:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,西安石油大学,"34.277799897830626,108.95309827919624",,https://twitter.com/whyyoutouzhele/status/1596775505188900866#m
349,349,湖北省武汉市,11/27/2022,,"武汉中山大道 民众用共享单车堵住路 
有几个人高喊 要自由",,https://video.twimg.com/ext_tw_video/1596775181720199168/pu/vid/544x960/u_duFMNaRtE_S22i.mp4?tag=12,2022-11-27 07:58:00,李老师不是你李老师 twitter@whyyoutouzhele,People,湖北省武汉市,"30.58108412692075,114.31620010268132",,https://twitter.com/whyyoutouzhele/status/1596775340416061442#m
350,350,上海交通大学,11/27/2022,,上海交通大学，在一面墙上，同学们与保安形成拉锯战，涂鸦不断被涂抹又不断被写上新的涂鸦,,"<iframe src=""https://archive.org/embed/ijiKXKXgAAV4Hf"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:56:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,上海交通大学,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596774946071805953#m
351,351,上海市上海市,11/27/2022,,上海 美琪大剧院对面,,"<iframe src=""https://archive.org/embed/ijhjbeX0AAi87I"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:52:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596774071236464640#m
352,352,上海市上海市,11/27/2022,,"上海，乌鲁木齐路与安福路路口
一男子举着花演讲，随后被警察逮捕
几个居民上前阻止",,https://video.twimg.com/ext_tw_video/1596773189736095750/pu/vid/720x1280/TTABctHskeQk-oL5.mp4?tag=12,2022-11-27 07:51:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596773635112390657#m
353,353,上海市乌鲁木齐中路,11/27/2022,,乌鲁木齐中路，有人牵着羊驼来到现场,,"<iframe src=""https://archive.org/embed/ijgA7qX0AACE13"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:46:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596772469075234818#m
354,354,南开大学,11/27/2022,,今日 南开大学,,"<iframe src=""https://archive.org/embed/ijf0aDX0AA6NSa"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:45:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,南开大学,"39.10698896281335, 117.17395648785372",,https://twitter.com/whyyoutouzhele/status/1596772189243838469#m
355,355,今天清华大学,11/27/2022,,"今天清华大学紫荆园餐厅门口的情景
据悉目前同学们已经和平散场",,"<iframe src=""https://archive.org/embed/ijeiNeWYAAvENF"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-27 07:39:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,今天清华大学,"24.45211039106041,115.01181507520916",,https://twitter.com/whyyoutouzhele/status/1596770751579041794#m
356,356,上海市上海市,11/27/2022,,上海警局门口 民众要求释放昨晚被抓的人,,https://video.twimg.com/ext_tw_video/1596769505899958277/pu/vid/576x1280/EL-mavn1oJYmw8yW.mp4?tag=12,2022-11-27 07:34:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596769534308126720#m
357,357,上海市乌鲁木齐中路,11/26/2022,,"有网友称
警察一直在分化人群，到三点多的时候安福路和乌鲁木齐中路的交界处就只剩下三四十人了。我们有人和一个带白口罩的领导起了冲突，警察就突然上来抓人，根本没有反应的时间。",,https://video.twimg.com/ext_tw_video/1596612644223569920/pu/vid/720x1280/V5ZZL7338bp1MHot.mp4?tag=12,2022-11-26 09:12:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596612817326587905#m
358,358,上海市乌鲁木齐中路,11/26/2022,,上海 乌鲁木齐中路 ,,https://video.twimg.com/ext_tw_video/1596612419408859137/pu/vid/1280x720/NnCoVm8Fu2JZVPSd.mp4?tag=12,2022-11-26 09:11:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596612517178269696#m
359,359,上海市乌鲁木齐中路,11/26/2022,,上海 乌鲁木齐中路 亲历者的描述,,"<iframe src=""https://archive.org/embed/ihL8F1XkAAxI1S"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:59:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596609632667324416#m
360,360,上海市乌鲁木齐中路,11/26/2022,,上海 乌鲁木齐中路 亲历者的描述，抓人,,"<iframe src=""https://archive.org/embed/ihRnaRWAAIbrja"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 09:24:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596615812336746496#m
361,361,上海市乌鲁木齐中路,11/26/2022,,"上海乌鲁木齐中路  补充视频
女孩的哭泣与愤怒",,https://video.twimg.com/ext_tw_video/1596608873686831110/pu/vid/720x1604/UKiMVWN0f7qlDnnJ.mp4?tag=12,2022-11-26 08:58:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596609298888462338#m
362,362,上海乌鲁木齐中路,11/26/2022,,补充 前面抓女生的视频,,https://video.twimg.com/ext_tw_video/1596602891468521472/pu/vid/720x1280/P6PPQuH8ry2OYffy.mp4?tag=12,2022-11-26 08:33:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596603127263895557#m
363,363,上海乌鲁木齐中路,11/26/2022,,警察正在赶最后几个人离开,,"<iframe src=""https://archive.org/embed/ihFT_RWIAIyOaT"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:30:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596602361539362822#m
364,364,上海乌鲁木齐中路,11/26/2022,,警察一直远远地互送民众离开。,,"<iframe src=""https://archive.org/embed/ihEATHWIAQ7m8N"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:25:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596600969340518400#m
365,365,上海乌鲁木齐中路,11/26/2022,,"民众开始散去。
直播中大部分人情绪稳定，人们边走边闲聊到了下一个路口驻足，直播背景音中显示有一些外国人，不知道是参与了还是路过。
警察没有跟过来。",,"<iframe src=""https://archive.org/embed/ihB6QCX0AE4uWz"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:16:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596598855587487744#m
366,366,上海乌鲁木齐中路,11/26/2022,,警察再次试图抓两名女生，但是两名女生挣脱离开,,"<iframe src=""https://archive.org/embed/ig_WgCXoAAYIB2"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:04:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596595836481597440#m
367,367,上海乌鲁木齐中路,11/26/2022,,现场发生激烈拉扯，民众要求放人,,"<iframe src=""https://archive.org/embed/ig_BiXXgAMnw1j"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:03:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596595473296592903#m
368,368,上海市乌鲁木齐中路,11/26/2022,,"突发！ 此刻
上海乌鲁木齐中路，警察围堵最后几十个人，抓了几个女生",,"<iframe src=""https://archive.org/embed/ig-bJeXEAAYFAw"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 08:00:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596594800588775425#m
369,369,上海市乌鲁木齐中路,11/26/2022,,"上海乌鲁木齐中路 准确时间未知
有人被警察架走，但是直播中没有看到",,https://video.twimg.com/ext_tw_video/1596594096562479105/pu/vid/544x960/C8ESuETtOTBluso1.mp4?tag=12,2022-11-26 07:58:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596594359218102274#m
370,370,河北省邯郸市成安县,11/26/2022,,"这个围堵一直在变啊，我不知道是啥意思
现在直播里又变成安福路西口开放其他路堵上了",,"<iframe src=""https://archive.org/embed/ig6lYOWIAkHfur"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:50:00,李老师不是你李老师 twitter@whyyoutouzhele,People,河北省邯郸市成安县,"36.42815064718614,114.70477468284857",,https://twitter.com/whyyoutouzhele/status/1596592336577990656#m
371,371,北京大学,11/26/2022,,"北京大学 后续
有人在散场后在墙上贴下了纸条
声援全国各地同胞",,"<iframe src=""https://archive.org/embed/ig7m6dXoAEBufH"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:48:00,李老师不是你李老师 twitter@whyyoutouzhele,Student,北京大学,"39.92998577808024,116.39564503787868",,https://twitter.com/whyyoutouzhele/status/1596591732686299138#m
372,372,新疆维吾尔自治区乌鲁木齐市乌鲁木齐县,11/26/2022,,"突发！ 新疆乌鲁木齐，今日降雪  
今晚街上正在抓人",,https://video.twimg.com/ext_tw_video/1596591080065179649/pu/vid/592x1280/wHiTvxTpgVqZbddm.mp4?tag=12,2022-11-26 07:46:00,李老师不是你李老师 twitter@whyyoutouzhele,People,新疆维吾尔自治区乌鲁木齐市乌鲁木齐县,"43.419107804291166,87.3602442842048",,https://twitter.com/whyyoutouzhele/status/1596591293299593219#m
373,373,上海乌鲁木齐中路,11/26/2022,,现场民众要求放人，再次进入僵持,,"<iframe src=""https://archive.org/embed/ig6Jv9XoAgco2p"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:41:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596590028360388608#m
374,374,新疆维吾尔自治区乌鲁木齐市乌鲁木齐县,11/26/2022,,"目前形势：警察围堵住了乌鲁木齐南北入口和安福路西段，留下了一个出口让民众离开
但是现场民众没有离开",,"<iframe src=""https://archive.org/embed/ig4xZHXEAMkI_i"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:37:00,李老师不是你李老师 twitter@whyyoutouzhele,People,新疆维吾尔自治区乌鲁木齐市乌鲁木齐县,"43.419107804291166,87.3602442842048",,https://twitter.com/whyyoutouzhele/status/1596588888348303361#m
375,375,上海乌鲁木齐中路,11/26/2022,,"警察现在劝大家离开
说“算了算了”",,"<iframe src=""https://archive.org/embed/ig3_dvWAAAA4Vc"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:32:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596587695517487104#m
376,376,上海乌鲁木齐中路,11/26/2022,,"补充一个视频，应该是在直播之前
警察与民众发生推搡，但是双方大部分人都在克制",,https://video.twimg.com/ext_tw_video/1596587174232735745/pu/vid/544x960/6BK0JPtXoyOy3fMn.mp4?tag=12,2022-11-26 07:31:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596587392437305344#m
377,377,上海乌鲁木齐中路,11/26/2022,,"突发，有民众想离开，但是被阻拦不让走
随即直播信号开始变弱",,"<iframe src=""https://archive.org/embed/ig218KXkAISnSr"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:28:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596586650016047106#m
378,378,上海市乌鲁木齐中路,11/26/2022,,"警察堵住乌鲁木齐中路，将人们堵在路口
有情绪激动者一直在辱骂警察，被周围人劝阻
“警察不是敌人”“我们没有敌人”",,"<iframe src=""https://archive.org/embed/ig1qaDXgAA7dZ9"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:23:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596585377367826434#m
379,379,上海市上海市,11/26/2022,,"上海乌鲁木齐路 最新视频
警察开始围堵，民众大声质问警察",,https://video.twimg.com/ext_tw_video/1596581723583700993/pu/vid/960x544/afilMHkZ3H397m58.mp4?tag=12,2022-11-26 07:10:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596582066593927168#m
380,380,上海市上海市,11/26/2022,,上海乌鲁木齐路 最新消息,,"<iframe src=""https://archive.org/embed/igw-TdXEAAlSPO"" width=""640"" height=""480"" frameborder=""0"" webkitallowfullscreen=""true"" mozallowfullscreen=""true"" allowfullscreen></iframe>",2022-11-26 07:01:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596579954568880130#m
381,381,上海市上海市,11/26/2022,,"上海乌鲁木齐路 最新视频
民众齐声高唱国歌",,https://video.twimg.com/ext_tw_video/1596579071609143296/pu/vid/1280x720/RUXg6JnKjZfYj8dv.mp4?tag=12,2022-11-26 06:58:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596579177700163584#m
382,382,上海市上海市,11/26/2022,,"上海乌鲁木齐路 最新视频
民众齐声高喊“共产党下台 习近平下台”
马路对面的警察并未阻止",,https://video.twimg.com/ext_tw_video/1596577773711249408/pu/vid/1280x720/ugyB8fIIkwQ32HwK.mp4?tag=12,2022-11-26 06:54:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596578107540099076#m
383,383,上海乌鲁木齐中路,11/26/2022,,"上海乌鲁木齐路 民众手举白纸高喊
新疆 解封 新疆 解封",,https://video.twimg.com/ext_tw_video/1596573710152093702/pu/vid/1280x720/bLkj1bLWEIlZ4myW.mp4?tag=12,2022-11-26 06:37:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海乌鲁木齐中路,"31.2167923,121.4403194",,https://twitter.com/whyyoutouzhele/status/1596573755723374592#m
384,384,上海市上海市,11/26/2022,,"上海乌鲁木齐路 民众高喊
共产党 下台！
这是迄今为止最为激进的口号。",,https://video.twimg.com/ext_tw_video/1596573035095523331/pu/vid/720x1280/nJy0ZgRkegfo4RA0.mp4?tag=12,2022-11-26 06:34:00,李老师不是你李老师 twitter@whyyoutouzhele,People,上海市上海市,"31.24916171001514,121.48789948569473",,https://twitter.com/whyyoutouzhele/status/1596573231787507713#m
